Title,Plan Number,Plan,Plan Version,Amount,Effective,Ended,Per,Comment,Rate Type,Dwelling,1 BR Unit,2 BR Unit,3 BR Unit,4+BR Unit,Trips,Work in progress,Strikeout,Applies to,AppliesTo,1ET,BaseRate,BaseRateDate,1ETBaseRate,BaseRateDwelling,CombinedForLookup,ChargeControl,ChargeMultiplier,Overrides,Autotext
"Sector 08-LAC3:Koala Beach/Seabreeze","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.4","1,422","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,243",,,,,"2015-4-Sector 08-LAC3:Koala Beach/Seabreeze",,,,
"Sector 08-Pottsville","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.4","1,351","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","8,782",,,,,"2015-4-Sector 08-Pottsville",,,,
"Sector 11-Burringbar","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.4","1,317","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","8,561",,,,,"2015-4-Sector 11-Burringbar",,,,
"Sector 12a-Rural Inner North","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.4","3,080","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","20,020",,,,,"2015-4-Sector 12a-Rural Inner North",,,,
"Sector 12b-Rural Inner West","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.4","2,355","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","15,308",,,,,"2015-4-Sector 12b-Rural Inner West",,,,
"Sector 13-Rural Other","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.4","2,666","1/07/2015 12:00 AM","30/06/2016 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","17,329",,,,,"2015-4-Sector 13-Rural Other",,,,
"Sector 01-Tweed Heads","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","866","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","5,629",,,,,"2016-4-Sector 01-Tweed Heads",,,,
"Sector 02-Tweed Heads South","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,400","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,100",,,,,"2016-4-Sector 02-Tweed Heads South",,,,
"Sector 03-Cobaki","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,463","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,510",,,,,"2016-4-Sector 03-Cobaki",,,,
"Sector 04-Bilambil Heights","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","3,013","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","19,585",,,,,"2016-4-Sector 04-Bilambil Heights",,,,
"Sector 05-Terranora","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","2,112","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","13,728",,,,,"2016-4-Sector 05-Terranora",,,,
"Sector 05-LAC1:Area E","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","2,112","1/07/2016 12:00 AM",,"Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","13,728",,,,,"2016-4-Sector 05-LAC1:Area E",,,,
"Sector 06-Kingscliff","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,207","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","7,846",,,,,"2016-4-Sector 06-Kingscliff",,,,
"Sector 07-Duranbah/Cab","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,216","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","7,904",,,,,"2016-4-Sector 07-Duranbah/Cab",,,,
"Sector 07-LAC2:Kings Forest","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,394","1/07/2016 12:00 AM",,"Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,061",,,,,"2016-4-Sector 07-LAC2:Kings Forest",,,,
"Sector 07-LAC4:Casuarina","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,394","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,061",,,,,"2016-4-Sector 07-LAC4:Casuarina",,,,
"Sector 09-Murwillumbah","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,399","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,094",,,,,"2016-4-Sector 09-Murwillumbah",,,,
"Sector 10-Rural Inner East","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,920","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","12,480",,,,,"2016-4-Sector 10-Rural Inner East",,,,
"Sector 08-LAC3:Koala Beach/Seabreeze","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,436","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","9,334",,,,,"2016-4-Sector 08-LAC3:Koala Beach/Seabreeze",,,,
"Sector 08-Pottsville","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,364","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","8,866",,,,,"2016-4-Sector 08-Pottsville",,,,
"Sector 11-Burringbar","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","1,330","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","8,645",,,,,"2016-4-Sector 11-Burringbar",,,,
"Sector 12a-Rural Inner North","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","3,111","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","20,222",,,,,"2016-4-Sector 12a-Rural Inner North",,,,
"Sector 12b-Rural Inner West","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","2,379","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","15,464",,,,,"2016-4-Sector 12b-Rural Inner West",,,,
"Sector 13-Rural Other","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.2.5","2,692","1/07/2016 12:00 AM","30/06/2017 12:00 AM","Trip",,"Indexed","6.5","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist; Commercial""]","Residential; Tourist; Commercial","17,498",,,,,"2016-4-Sector 13-Rural Other",,,,
"Sector 01-Tweed Heads","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","921","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"5,987",,,,,"2018-4-Sector 01-Tweed Heads",,,,
"Sector 02-Tweed Heads South","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,489","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,679",,,,,"2018-4-Sector 02-Tweed Heads South",,,,
"Sector 03-Cobaki","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,555","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"10,108",,,,,"2018-4-Sector 03-Cobaki",,,,
"Sector 04-Bilambil Heights","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","3,203","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"20,820",,,,,"2018-4-Sector 04-Bilambil Heights",,,,
"Sector 05-Terranora","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","2,245","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"14,593",,,,,"2018-4-Sector 05-Terranora",,,,
"Sector 06-Kingscliff","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,283","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"8,340",,,,,"2018-4-Sector 06-Kingscliff",,,,
"Sector 07-Duranbah/Cab","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,293","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"8,405",,,,,"2018-4-Sector 07-Duranbah/Cab",,,,
"Sector 07-LAC4:Casuarina","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,483","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,640",,,,,"2018-4-Sector 07-LAC4:Casuarina",,,,
"Sector 08-LAC3:Koala Beach/Seabreeze","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,527","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,926",,,,,"2018-4-Sector 08-LAC3:Koala Beach/Seabreeze",,,,
"Sector 08-Pottsville","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,450","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,425",,,,,"2018-4-Sector 08-Pottsville",,,,
"Sector 09-Murwillumbah","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,488","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,672",,,,,"2018-4-Sector 09-Murwillumbah",,,,
"Sector 10-Rural Inner East","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","2,041","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"13,267",,,,,"2018-4-Sector 10-Rural Inner East",,,,
"Sector 11-Burringbar","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","1,414","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,191",,,,,"2018-4-Sector 11-Burringbar",,,,
"Sector 12a-Rural Inner North","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","3,307","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"21,496",,,,,"2018-4-Sector 12a-Rural Inner North",,,,
"Sector 12b-Rural Inner West","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","2,529","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"16,439",,,,,"2018-4-Sector 12b-Rural Inner West",,,,
"Sector 13-Rural Other","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.7","2,862","1/07/2018 12:00 AM","30/06/2019 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"18,603",,,,,"2018-4-Sector 13-Rural Other",,,,
"Sector 01-Tweed Heads","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","972","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"6,318",,,,,"2019-4-Sector 01-Tweed Heads",,,,
"Sector 02-Tweed Heads South","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,571","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"10,212",,,,,"2019-4-Sector 02-Tweed Heads South",,,,
"Sector 03-Cobaki","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,642","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"10,673",,,,,"2019-4-Sector 03-Cobaki",,,,
"Sector 04-Bilambil Heights","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","3,381","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"21,977",,,,,"2019-4-Sector 04-Bilambil Heights",,,,
"Sector 05-Terranora","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","2,370","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"15,405",,,,,"2019-4-Sector 05-Terranora",,,,
"Sector 06-Kingscliff","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,354","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"8,801",,,,,"2019-4-Sector 06-Kingscliff",,,,
"Sector 07-Duranbah/Cab","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,365","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"8,873",,,,,"2019-4-Sector 07-Duranbah/Cab",,,,
"Sector 07-LAC4:Casuarina","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,565","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"10,173",,,,,"2019-4-Sector 07-LAC4:Casuarina",,,,
"Sector 08-LAC3:Koala Beach/Seabreeze","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,612","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"10,478",,,,,"2019-4-Sector 08-LAC3:Koala Beach/Seabreeze",,,,
"Sector 08-Pottsville","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,531","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,952",,,,,"2019-4-Sector 08-Pottsville",,,,
"Sector 09-Murwillumbah","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,570","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"10,205",,,,,"2019-4-Sector 09-Murwillumbah",,,,
"Sector 10-Rural Inner East","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","2,154","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"14,001",,,,,"2019-4-Sector 10-Rural Inner East",,,,
"Sector 11-Burringbar","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","1,492","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"9,698",,,,,"2019-4-Sector 11-Burringbar",,,,
"Sector 12a-Rural Inner North","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","3,490","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"22,685",,,,,"2019-4-Sector 12a-Rural Inner North",,,,
"Sector 12b-Rural Inner West","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","2,669","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"17,349",,,,,"2019-4-Sector 12b-Rural Inner West",,,,
"Sector 13-Rural Other","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.8","3,021","1/07/2019 12:00 AM","30/06/2020 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Residential"",""Tourist"",""Commercial""]",,"19,637",,,,,"2019-4-Sector 13-Rural Other",,,,
"Sector 01-Tweed Heads","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","993","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"6,455","815","40,940","5,298","6.5","2020-4-Sector 01-Tweed Heads","Sector1_4","Trip",,"trcpres1"
"Sector 02-Tweed Heads South","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,606","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"10,439","1,318","40,940","8,567","6.5","2020-4-Sector 02-Tweed Heads South","Sector2_4","Trip",,"trcpres2"
"Sector 03-Cobaki","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,678","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"10,907","1,377","40,940","8,951","6.5","2020-4-Sector 03-Cobaki","Sector3_4","Trip",,"trcpres3"
"Sector 04-Bilambil Heights","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","3,456","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"22,464","2,836","40,940","18,434","6.5","2020-4-Sector 04-Bilambil Heights","Sector4_4","Trip",,"trcpres4"
"Sector 05-Terranora","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","2,423","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"15,750","1,988","40,940","12,922","6.5","2020-4-Sector 05-Terranora","Sector5_4","Trip",,"trcpres5"
"Sector 06-Kingscliff","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,384","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"8,996","1,137","40,940","7,391","6.5","2020-4-Sector 06-Kingscliff","Sector6_4","Trip",,"trcpres6"
"Sector 07-Duranbah/Cab","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,395","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"9,068","1,145","40,940","7,443","6.5","2020-4-Sector 07-Duranbah/Cab","Sector7_4","Trip",,"trcpres7"
"Sector 07-LAC4:Casuarina","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,600","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"10,400","1,313","40,940","8,535","6.5","2020-4-Sector 07-LAC4:Casuarina","LCA-4","Trip",,"trcplca4,trcpres7"
"Sector 08-LAC3:Koala Beach/Seabreeze","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,648","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"10,712","1,352","40,940","8,788","6.5","2020-4-Sector 08-LAC3:Koala Beach/Seabreeze","LCA-3","Trip",,"trcplca3,trcpres8"
"Sector 08-Pottsville","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,565","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"10,173","1,284","40,940","8,346","6.5","2020-4-Sector 08-Pottsville","Sector8_4","Trip",,"trcpres8"
"Sector 09-Murwillumbah","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,605","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"10,433","1,317","40,940","8,561","6.5","2020-4-Sector 09-Murwillumbah","Sector9_4","Trip",,"trcpres9"
"Sector 10-Rural Inner East","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","2,202","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"14,313","1,807","40,940","11,746","6.5","2020-4-Sector 10-Rural Inner East","Sector10_4","Trip",,"trcpres10"
"Sector 11-Burringbar","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","1,526","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"9,919","1,252","40,940","8,138","6.5","2020-4-Sector 11-Burringbar","Sector11_4","Trip",,"trcpres11"
"Sector 12a-Rural Inner North","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","3,568","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"23,192","2,928","40,940","19,032","6.5","2020-4-Sector 12a-Rural Inner North","Sector12a_4","Trip",,"trcpres12"
"Sector 12b-Rural Inner West","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","2,729","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"17,739","2,239","40,940","14,554","6.5","2020-4-Sector 12b-Rural Inner West","Sector12b_4","Trip",,"trcpres17"
"Sector 13-Rural Other","4","Contribution Plan No 4 - Tweed Road Contribution Plan","6.3.9","3,088","1/07/2020 12:00 AM","30/06/2022 12:00 AM","Trip",,"Indexed","6.5",,,,,,,,"[""Commercial"",""Residential"",""Tourist""]",,"20,072","2,534","40,940","16,471","6.5","2020-4-Sector 13-Rural Other","Sector13_4","Trip",,"trcpres13"
"Casual open space","5","Contribution Plan No 5 - Local Open Space","6","219","23/10/2008 11:00 PM","24/11/2009 12:00 AM","Person",,"Base rate","2.4",,,,,,,,"[""Residential"",""Tourist""]","Residential;%23Tourist","526",,,,,"2008-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","6","251","24/10/2008 12:00 AM","24/11/2009 12:00 AM","Person",,"Base rate","2.4",,,,,,,,"[""Residential""]","Residential","602",,,,,"2008-5-Structured open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","6.0.1","263","1/07/2009 12:00 AM","24/11/2009 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential""]","Residential","631",,,,,"2009-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","6.0.1","229","1/07/2009 12:00 AM","24/11/2009 12:00 AM","Person",,"Indexed","2.4",,,,,,,,"[""Residential; Tourist""]","Residential; Tourist","550",,,,,"2009-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","6.1.1","251","25/11/2009 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","602",,,,,"2009-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","6.1.1","209","25/11/2009 12:00 AM","25/11/2009 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","502",,,,,"2009-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","6.1.1","240","25/11/2009 12:00 AM","31/07/2013 12:00 AM","Person",,"Base rate","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","576",,,,,"2009-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","6.1.1","219","25/11/2009 12:00 AM","30/06/2013 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential; Tourist""]","Residential; Tourist","526",,,,,"2009-5-Casual open space",,,,
"Structured open space","5","Contribution Plan No 5 - Local Open Space","7","259.12","1/08/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","622",,,,,"2013-5-Structured open space",,,,
"Casual open space","5","Contribution Plan No 5 - Local Open Space","7","226.39","1/08/2013 12:00 AM","30/06/2014 12:00 AM","Person",,"Indexed","2.4","1.3","1.7","2.1","2.4",,,,"[""Residential""]","Residential","543",,,,,"2013-5-Casual open space",,,,
